latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
46.40681,32.32501,331.01,1.17,1.08,2023-07-11,0816,T,83,6.1NRT,308.02,19.63,D
46.40513,32.33998,325.58,1.17,1.08,2023-07-11,0816,T,63,6.1NRT,306.06,10.5,D
46.31327,31.96408,340.05,1.2,1.09,2023-07-11,0816,T,78,6.1NRT,310.92,38.02,D
44.08577,27.37568,318.32,1.9,1.35,2023-07-11,0818,T,47,6.1NRT,300.75,13.73,D
38.26413,34.0096,316.4,1.01,1.01,2023-07-11,0818,T,23,6.1NRT,301.76,5.21,D
37.97712,34.71899,316.08,1.05,1.02,2023-07-11,0818,T,57,6.1NRT,296.01,9.64,D
36.89724,34.80176,325.83,1.07,1.03,2023-07-11,0818,T,76,6.1NRT,310.73,10.74,D
36.87948,34.73645,324.83,1.07,1.03,2023-07-11,0818,T,50,6.1NRT,310.29,8.86,D
35.11858,33.50523,330.37,1.03,1.01,2023-07-11,0820,T,66,6.1NRT,315.48,8.78,D
34.85464,33.41549,340.23,1.03,1.01,2023-07-11,0820,T,87,6.1NRT,315.28,26.96,D
34.84572,33.41353,358.71,1.03,1.01,2023-07-11,0820,T,99,6.1NRT,313.88,67.64,D
34.84401,33.42453,332.09,1.03,1.01,2023-07-11,0820,T,79,6.1NRT,314.09,13.82,D
66.73932,26.70332,318.65,1.04,1.02,2023-07-11,0947,T,66,6.1NRT,297.2,13.28,D
54.86166,11.14646,332.74,1.12,1.06,2023-07-11,0952,T,85,6.1NRT,280.98,32.48,D
54.85752,11.13819,317.59,1.12,1.06,2023-07-11,0952,T,59,6.1NRT,279.8,14.7,D
54.85553,11.15534,315.34,1.12,1.06,2023-07-11,0952,T,55,6.1NRT,278.97,12.34,D
52.63913,11.96564,324.17,1.03,1.02,2023-07-11,0952,T,77,6.1NRT,300.54,16.12,D
51.65958,14.63411,317.4,1.02,1.01,2023-07-11,0952,T,44,6.1NRT,303.04,10.56,D
52.16032,10.40639,326.43,1.1,1.05,2023-07-11,0952,T,75,6.1NRT,304.17,18.46,D
52.15843,10.4222,319.63,1.1,1.05,2023-07-11,0952,T,43,6.1NRT,303.67,10.03,D
52.15108,10.40359,330.65,1.1,1.05,2023-07-11,0952,T,83,6.1NRT,304,24.04,D
51.06268,16.88303,313.79,1.16,1.07,2023-07-11,0952,T,62,6.1NRT,297.64,7.05,D
50.62567,17.04075,310.72,1.19,1.09,2023-07-11,0952,T,58,6.1NRT,295.81,7.36,D
50.62376,17.03326,310.97,1.19,1.09,2023-07-11,0952,T,60,6.1NRT,296.3,8.41,D
49.67923,18.65957,313.29,1.44,1.19,2023-07-11,0952,T,59,6.1NRT,299.95,12.82,D
50.47205,14.21931,311.91,1.02,1.01,2023-07-11,0952,T,37,6.1NRT,298.71,4.33,D
49.30571,17.40426,314.42,1.3,1.13,2023-07-11,0952,T,47,6.1NRT,302.48,9.59,D
49.51076,8.41916,323.09,1.19,1.08,2023-07-11,0952,T,0,6.1NRT,306.13,9.85,D
48.12345,16.55252,321.14,1.27,1.12,2023-07-11,0954,T,62,6.1NRT,302.15,16.43,D
48.79152,11.51098,318.72,1,1,2023-07-11,0954,T,39,6.1NRT,305.68,8.17,D
48.27494,14.3302,331.19,1.07,1.03,2023-07-11,0954,T,83,6.1NRT,308.74,21.48,D
48.27261,14.34417,328.08,1.07,1.03,2023-07-11,0954,T,61,6.1NRT,308.86,16.68,D
47.5668,14.24577,313.29,1.09,1.04,2023-07-11,0954,T,37,6.1NRT,301.04,7.92,D
44.10813,25.25834,315.98,4.61,1.97,2023-07-11,0954,T,66,6.1NRT,295.31,54.94,D
46.33392,15.43139,313.19,1.24,1.11,2023-07-11,0954,T,51,6.1NRT,301.18,8.96,D
46.36439,15.09993,317.29,1.2,1.09,2023-07-11,0954,T,38,6.1NRT,302.79,10.69,D
45.88662,13.89765,318.45,1.11,1.05,2023-07-11,0954,T,52,6.1NRT,302.39,8.95,D
46.10463,12.09987,317.32,1.01,1.01,2023-07-11,0954,T,52,6.1NRT,301.32,8.81,D
44.99852,17.4251,313.19,1.64,1.26,2023-07-11,0954,T,48,6.1NRT,297.45,11.61,D
45.88971,12.16694,321.65,1.02,1.01,2023-07-11,0954,T,51,6.1NRT,303.38,9.11,D
45.86691,12.25356,323.44,1.02,1.01,2023-07-11,0954,T,67,6.1NRT,300.62,11.71,D
45.80859,12.50456,317.47,1.03,1.01,2023-07-11,0954,T,12,6.1NRT,300.51,5.77,D
45.75378,12.61599,318.01,1.04,1.02,2023-07-11,0954,T,68,6.1NRT,301.89,6.55,D
45.55816,13.74466,320.8,1.11,1.05,2023-07-11,0954,T,36,6.1NRT,300.9,9.07,D
45.54901,13.7415,320.2,1.11,1.05,2023-07-11,0954,T,13,6.1NRT,300.9,7.99,D
45.62633,12.59598,322.26,1.04,1.02,2023-07-11,0954,T,71,6.1NRT,302,10.47,D
45.37014,10.86955,326.68,1,1,2023-07-11,0954,T,73,6.1NRT,302.73,13.14,D
45.1418,9.94352,324.59,1.01,1,2023-07-11,0954,T,42,6.1NRT,304.15,9.14,D
44.37561,10.83017,317.39,1,1,2023-07-11,0954,T,62,6.1NRT,304.53,6.68,D
41.54768,15.49248,334.06,1.57,1.23,2023-07-11,0954,T,84,6.1NRT,313.28,30.89,D
41.40887,15.83225,336.61,1.65,1.26,2023-07-11,0954,T,86,6.1NRT,311.93,43.59,D
40.61333,17.69585,323.92,2.21,1.44,2023-07-11,0954,T,71,6.1NRT,307.73,26.82,D
40.51247,17.90398,323.86,2.29,1.46,2023-07-11,0954,T,71,6.1NRT,306.66,30.21,D
40.51434,17.89942,322.82,2.29,1.46,2023-07-11,0954,T,69,6.1NRT,306.52,26.65,D
37.85627,12.96647,338.55,1.37,1.16,2023-07-11,0956,T,85,6.1NRT,311.96,36.38,D
37.85984,12.96108,325.15,1.37,1.16,2023-07-11,0956,T,32,6.1NRT,310.63,8.7,D
37.85711,12.97605,330.92,1.38,1.16,2023-07-11,0956,T,75,6.1NRT,312.4,19.25,D
37.37782,13.919,327.63,1.59,1.24,2023-07-11,0956,T,68,6.1NRT,312.74,18.43,D
37.37447,13.93636,345.43,1.59,1.24,2023-07-11,0956,T,90,6.1NRT,313.49,71.91,D
37.15184,14.35659,328.83,1.7,1.28,2023-07-11,0956,T,71,6.1NRT,312.8,19.96,D
37.14832,14.37414,327.3,1.71,1.28,2023-07-11,0956,T,62,6.1NRT,311.13,16.55,D
36.87868,6.94706,335.54,1.02,1.01,2023-07-11,0956,T,61,6.1NRT,308.04,22.19,D
46.21078,34.63523,320.21,2.23,1.45,2023-07-11,1019,A,68,6.1NRT,292.86,48.32,D
46.31076,31.97238,325.15,3.05,1.66,2023-07-11,1019,A,60,6.1NRT,302.81,75.05,D
46.31062,31.96515,330.45,3.05,1.66,2023-07-11,1019,A,73,6.1NRT,303.34,111.28,D
